ＩＤ,年齢,都道府県,性別,結婚,職業,業種,世帯年収,居住形態,子供有無,Q.1_1,Q.1_2,Q.2_1,Q.2_2,Q.2_3,Q.2_4,Q.2_5,Q.2_6
m8970938429,58,福岡県,男性,既婚,会社員(正社員),サービス業,800万～900万未満,持ち家（一戸建て）,あり,1,0,1,0,1,0,0,0
m89789080145,18,広島県,女性,未婚,学生,勤めていない,600万～700万未満,その他,なし,0,1,0,0,0,0,0,0
m89788954780,55,千葉県,男性,既婚,会社員(正社員),サービス業,800万～900万未満,持ち家（一戸建て）,あり,1,0,0,0,1,0,0,0
m89788737127,20,神奈川県,男性,未婚,学生,勤めていない,"2,000万以上",持ち家（マンション）,なし,1,0,1,0,0,0,0,0
m8976341381,56,東京都,男性,既婚,会社員(正社員),製造業,600万～700万未満,持ち家（マンション）,あり,1,0,0,1,0,1,0,0
m8970306568,29,大阪府,女性,未婚,会社員(正社員),医療・福祉,200万～300万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m89788544118,41,愛知県,女性,未婚,会社員(正社員),製造業,400万～500万未満,持ち家（一戸建て）,なし,1,0,0,0,0,0,0,1
m89788207034,40,東京都,女性,既婚,専業主婦,勤めていない,800万～900万未満,持ち家（一戸建て）,あり,1,0,0,0,1,0,0,0
m89788122928,40,宮城県,男性,既婚,経営者・役員,サービス業,"1,000万～1,200万未満",持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89787889384,42,茨城県,男性,既婚,会社員(正社員),非営利団体,100万未満,その他,あり,0,1,0,0,0,0,0,0
m89787754332,39,鳥取県,男性,既婚,公務員（教職員を除く）,その他,400万～500万未満,持ち家（一戸建て）,あり,1,0,0,1,0,0,0,0
m8971472478,48,東京都,男性,未婚,会社員(正社員),製造業,400万～500万未満,持ち家（マンション）,なし,1,0,0,0,1,0,0,0
m8970428565,51,大阪府,男性,既婚,会社員(正社員),製造業,"1,000万～1,200万未満",持ち家（マンション）,なし,0,1,0,0,0,0,0,0
m89789897210,16,沖縄県,女性,未婚,学生,勤めていない,100万～200万未満,賃貸（アパート）,なし,1,0,0,0,0,1,0,0
m89788641542,38,東京都,男性,既婚,会社員(正社員),サービス業,"900万～1,000万未満",持ち家（マンション）,なし,1,0,0,1,0,0,1,0
m89788430851,32,千葉県,男性,既婚,会社員(正社員),製造業,400万～500万未満,持ち家（マンション）,あり,1,0,1,1,1,1,0,0
m89787722732,31,福岡県,女性,未婚,専業主婦,勤めていない,100万未満,持ち家（一戸建て）,あり,1,0,1,1,0,0,0,0
m8932127263,30,宮城県,男性,未婚,パート・アルバイト,商社・卸売り・小売業,200万～300万未満,持ち家（一戸建て）,なし,1,0,1,1,0,0,0,0
m8976502960,50,栃木県,女性,既婚,専業主婦,勤めていない,"1,200万～1,500万未満",賃貸（マンション）,なし,1,0,0,0,1,0,0,0
m8971894070,38,愛媛県,女性,既婚,パート・アルバイト,製造業,400万～500万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8970885324,34,愛知県,女性,既婚,会社員(正社員),金融・証券・保険業,600万～700万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89789565597,37,大阪府,男性,未婚,会社員(正社員),その他,400万～500万未満,賃貸（マンション）,なし,0,1,0,0,0,0,0,0
m89789351762,50,福岡県,男性,既婚,会社員(正社員),不動産業,"900万～1,000万未満",持ち家（マンション）,あり,1,0,0,1,0,0,0,0
m89789042645,27,新潟県,女性,既婚,専業主婦,勤めていない,100万～200万未満,持ち家（一戸建て）,なし,1,0,1,0,0,1,0,0
m89788913995,41,埼玉県,男性,既婚,会社員（契約・派遣社員）,情報通信業,400万～500万未満,賃貸（一戸建て）,あり,1,0,1,0,0,0,0,0
m8970835037,57,群馬県,男性,既婚,公務員（教職員を除く）,教育業,700万～800万未満,持ち家（一戸建て）,あり,1,0,0,0,0,0,0,1
m89788679989,41,福岡県,男性,既婚,会社員(正社員),サービス業,300万～400万未満,賃貸（マンション）,あり,0,1,0,0,0,0,0,0
m89788358059,57,京都府,男性,既婚,自営業,不動産業,600万～700万未満,持ち家（マンション）,あり,1,0,0,0,0,0,0,1
m89788199750,42,東京都,男性,未婚,会社員(正社員),商社・卸売り・小売業,400万～500万未満,賃貸（マンション）,なし,0,1,0,0,0,0,0,0
m8930654343,49,鹿児島県,男性,既婚,医師・医療関係者,医療・福祉,600万～700万未満,持ち家（一戸建て）,あり,1,0,0,1,0,0,0,0
m8971208485,48,愛知県,女性,既婚,パート・アルバイト,その他,500万～600万未満,賃貸（マンション）,あり,1,0,1,0,0,0,0,0
m8970241569,29,福岡県,男性,既婚,会社員(正社員),運送・輸送業,400万～500万未満,賃貸（アパート）,あり,0,1,0,0,0,0,0,0
m89788511314,47,三重県,男性,既婚,会社員(正社員),情報通信業,100万未満,社宅,あり,0,1,0,0,0,0,0,0
m89787828052,38,愛知県,男性,既婚,会社員(正社員),商社・卸売り・小売業,800万～900万未満,持ち家（マンション）,あり,1,0,1,0,0,0,0,0
m89787691802,26,東京都,女性,既婚,自営業,建設業,400万～500万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8910074845,44,愛知県,男性,既婚,公務員（教職員を除く）,医療・福祉,"1,000万～1,200万未満",持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8971172286,38,福岡県,女性,既婚,会社員(正社員),サービス業,500万～600万未満,持ち家（マンション）,あり,0,1,0,0,0,0,0,0
m89789686121,44,鹿児島県,女性,既婚,専業主婦,勤めていない,200万～300万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89789459146,33,神奈川県,男性,未婚,会社員(正社員),医療・福祉,500万～600万未満,賃貸（アパート）,なし,1,0,0,1,1,1,0,0
m89789176959,48,大阪府,男性,既婚,会社員(正社員),情報通信業,600万～700万未満,持ち家（一戸建て）,なし,1,0,0,0,0,1,0,0
m89788963469,20,福岡県,女性,未婚,学生,勤めていない,100万未満,賃貸（マンション）,なし,1,0,1,0,0,0,0,1
m89788677247,41,山口県,男性,未婚,無職,勤めていない,100万～200万未満,賃貸（アパート）,なし,1,0,0,0,0,0,1,0
m89788241243,20,熊本県,女性,既婚,専業主婦,勤めていない,300万～400万未満,賃貸（アパート）,あり,1,0,0,0,0,1,0,0
m89788219595,45,愛知県,女性,既婚,専業主婦,勤めていない,700万～800万未満,持ち家（一戸建て）,あり,1,0,1,0,1,1,0,0
m89787698470,30,東京都,男性,未婚,公務員（教職員を除く）,金融・証券・保険業,600万～700万未満,賃貸（アパート）,なし,1,0,0,1,0,0,0,0
m8971074291,43,兵庫県,男性,既婚,会社員(正社員),運送・輸送業,800万～900万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89789361502,47,高知県,男性,既婚,会社員(正社員),製造業,300万～400万未満,持ち家（一戸建て）,なし,1,0,0,0,0,1,0,0
m89789082911,20,埼玉県,男性,未婚,学生,勤めていない,100万未満,賃貸（アパート）,なし,0,1,0,0,0,0,0,0
m89788854971,29,東京都,男性,既婚,会社員(正社員),運送・輸送業,700万～800万未満,賃貸（マンション）,なし,0,1,0,0,0,0,0,0
m89787704745,30,大阪府,男性,既婚,会社員(正社員),製造業,300万～400万未満,賃貸（マンション）,あり,1,0,0,1,0,0,0,0
m8972862238,30,大阪府,女性,未婚,無職,勤めていない,300万～400万未満,その他,なし,1,0,1,0,0,0,0,0
m8970832814,56,群馬県,男性,未婚,会社員(正社員),製造業,500万～600万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m8970614294,49,大阪府,女性,既婚,会社員（契約・派遣社員）,金融・証券・保険業,"1,000万～1,200万未満",持ち家（一戸建て）,あり,1,0,0,0,1,1,0,0
m89789632520,75,愛知県,男性,既婚,無職,勤めていない,200万～300万未満,持ち家（一戸建て）,なし,1,0,0,1,0,0,0,0
m89789229373,16,千葉県,女性,未婚,パート・アルバイト,その他,100万未満,賃貸（アパート）,なし,1,0,0,0,0,1,0,0
m89788903204,46,佐賀県,男性,既婚,公務員（教職員を除く）,その他,800万～900万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8971328973,25,福岡県,女性,未婚,医師・医療関係者,医療・福祉,300万～400万未満,持ち家（一戸建て）,なし,1,0,0,0,0,1,0,0
m89788052814,41,神奈川県,男性,既婚,会社員(正社員),その他,200万～300万未満,持ち家（マンション）,あり,0,1,0,0,0,0,0,0
m8971324167,23,神奈川県,女性,未婚,会社員(正社員),サービス業,400万～500万未満,社宅,なし,0,1,0,0,0,0,0,0
m89789557514,34,秋田県,女性,既婚,会社員（契約・派遣社員）,金融・証券・保険業,100万～200万未満,持ち家（一戸建て）,あり,1,0,1,1,0,0,0,0
m89789226253,23,福岡県,女性,未婚,無職,勤めていない,100万未満,持ち家（一戸建て）,なし,1,0,0,0,0,1,0,0
m89788561418,38,東京都,女性,未婚,会社員（契約・派遣社員）,医療・福祉,200万～300万未満,賃貸（マンション）,あり,0,1,0,0,0,0,0,0
m89788374385,58,兵庫県,男性,既婚,会社員(正社員),運送・輸送業,600万～700万未満,賃貸（一戸建て）,あり,1,0,1,1,1,1,0,0
m89787861851,26,富山県,女性,既婚,会社員(正社員),医療・福祉,200万～300万未満,持ち家（一戸建て）,なし,1,0,1,0,0,1,0,0
m89787851219,37,埼玉県,男性,未婚,会社員(正社員),メディア・マスコミ・広告業,300万～400万未満,賃貸（アパート）,なし,1,0,0,1,0,0,0,0
m89787777672,58,東京都,女性,未婚,パート・アルバイト,その他,300万～400万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8976290039,49,岐阜県,女性,既婚,専業主婦,勤めていない,800万～900万未満,賃貸（アパート）,あり,1,0,0,0,1,0,0,0
m8971028525,44,滋賀県,女性,未婚,会社員(正社員),金融・証券・保険業,200万～300万未満,持ち家（一戸建て）,あり,1,0,1,0,0,0,0,0
m89789806871,38,茨城県,男性,未婚,会社員(正社員),不動産業,"1,800万～2,000万未満",持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m89789137253,28,兵庫県,女性,既婚,専業主婦,勤めていない,700万～800万未満,持ち家（一戸建て）,あり,1,0,0,1,0,0,0,0
m89788527265,21,大阪府,女性,既婚,専業主婦,勤めていない,300万～400万未満,賃貸（アパート）,あり,0,1,0,0,0,0,0,0
m89788446281,19,東京都,女性,未婚,学生,勤めていない,100万未満,その他,なし,1,0,0,0,0,0,0,1
m8974231592,34,東京都,女性,未婚,パート・アルバイト,サービス業,100万～200万未満,寮・下宿,なし,1,0,0,0,0,1,0,0
m8971147320,32,埼玉県,女性,既婚,会社員(正社員),運送・輸送業,"1,000万～1,200万未満",持ち家（一戸建て）,なし,1,0,1,1,1,1,0,0
m89788443795,37,広島県,男性,未婚,自由業,建設業,100万未満,持ち家（一戸建て）,なし,1,0,1,0,0,0,0,0
m89788209613,47,愛知県,男性,既婚,会社員(正社員),製造業,"1,000万～1,200万未満",持ち家（マンション）,あり,0,1,0,0,0,0,0,0
m8975853089,43,栃木県,男性,未婚,自営業,建設業,600万～700万未満,持ち家（一戸建て）,なし,1,0,1,0,0,0,0,0
m8970849963,34,埼玉県,女性,未婚,医師・医療関係者,医療・福祉,700万～800万未満,持ち家（マンション）,なし,1,0,1,0,0,0,0,0
m89789744974,45,埼玉県,男性,既婚,会社員(正社員),金融・証券・保険業,800万～900万未満,持ち家（マンション）,あり,1,0,0,1,0,0,0,0
m89789544560,39,東京都,男性,既婚,学生,勤めていない,"2,000万以上",賃貸（アパート）,なし,1,0,0,0,0,1,0,0
m89788394157,48,東京都,女性,既婚,会社員(正社員),建設業,800万～900万未満,賃貸（マンション）,なし,1,0,1,0,0,0,0,0
m89788105324,25,広島県,女性,未婚,会社員(正社員),金融・証券・保険業,300万～400万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89788042690,38,東京都,女性,未婚,会社員（契約・派遣社員）,商社・卸売り・小売業,300万～400万未満,持ち家（一戸建て）,なし,1,0,0,0,0,0,0,1
m8932584489,38,香川県,男性,既婚,公務員（教職員を除く）,非営利団体,700万～800万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8935236490,24,埼玉県,女性,未婚,会社員(正社員),建設業,200万～300万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m8974663991,53,千葉県,女性,既婚,会社員(正社員),情報通信業,"1,800万～2,000万未満",持ち家（一戸建て）,あり,1,0,0,0,0,0,1,0
m8971245878,45,愛知県,女性,既婚,公務員（教職員を除く）,教育業,"900万～1,000万未満",持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8970136601,39,鹿児島県,女性,既婚,パート・アルバイト,製造業,300万～400万未満,賃貸（マンション）,あり,0,1,0,0,0,0,0,0
m89789773433,59,千葉県,女性,既婚,パート・アルバイト,農業・林業・漁業・鉱業,100万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m89788690805,24,滋賀県,女性,既婚,会社員(正社員),医療・福祉,400万～500万未満,賃貸（アパート）,なし,1,0,0,0,0,1,0,0
m89788563289,40,兵庫県,男性,既婚,会社員(正社員),運送・輸送業,400万～500万未満,賃貸（マンション）,あり,1,0,0,1,0,0,0,0
m8932824790,61,北海道,男性,未婚,無職,勤めていない,100万～200万未満,賃貸（マンション）,なし,1,0,0,1,0,0,0,0
m8978201086,70,埼玉県,男性,既婚,無職,勤めていない,400万～500万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8973816280,72,宮城県,男性,既婚,無職,勤めていない,300万～400万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8971296479,55,東京都,女性,既婚,パート・アルバイト,運送・輸送業,800万～900万未満,持ち家（一戸建て）,あり,1,0,1,0,1,0,0,0
m8971200609,17,大阪府,男性,未婚,学生,勤めていない,300万～400万未満,賃貸（マンション）,なし,0,1,0,0,0,0,0,0
m8970846144,51,宮城県,女性,既婚,パート・アルバイト,商社・卸売り・小売業,700万～800万未満,社宅,なし,1,0,1,1,1,0,0,1
m8970195051,39,三重県,男性,既婚,会社員(正社員),製造業,"900万～1,000万未満",持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89789399551,29,兵庫県,女性,未婚,医師・医療関係者,医療・福祉,400万～500万未満,社宅,なし,0,1,0,0,0,0,0,0
m89788901670,32,長野県,女性,未婚,会社員(正社員),製造業,300万～400万未満,賃貸（マンション）,なし,1,0,1,0,0,0,0,0
m89788898039,41,北海道,男性,既婚,その他,その他,100万未満,その他,なし,0,1,0,0,0,0,0,0
m89788271286,48,京都府,男性,既婚,公務員（教職員を除く）,運送・輸送業,500万～600万未満,持ち家（一戸建て）,あり,1,0,0,1,0,0,0,0
m89788062868,38,神奈川県,男性,既婚,会社員(正社員),建設業,700万～800万未満,持ち家（マンション）,あり,1,0,1,1,1,1,1,0
m8971893561,48,埼玉県,女性,既婚,無職,勤めていない,400万～500万未満,持ち家（一戸建て）,なし,1,0,0,0,1,0,0,0
m8971163570,46,福岡県,女性,既婚,公務員（教職員を除く）,医療・福祉,"1,500万～1,800万未満",持ち家（マンション）,あり,1,0,0,0,1,0,0,0
m89789164632,55,東京都,女性,既婚,パート・アルバイト,サービス業,"1,000万～1,200万未満",持ち家（マンション）,あり,0,1,0,0,0,0,0,0
m89789005337,30,東京都,女性,未婚,会社員(正社員),情報通信業,700万～800万未満,賃貸（アパート）,なし,1,0,1,1,1,1,0,1
m89788356514,25,埼玉県,女性,未婚,パート・アルバイト,運送・輸送業,100万～200万未満,持ち家（一戸建て）,なし,1,0,1,0,0,1,0,0
m8974744920,29,鹿児島県,女性,未婚,パート・アルバイト,医療・福祉,500万～600万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m89787847323,51,長野県,男性,未婚,会社員(正社員),その他,300万～400万未満,持ち家（一戸建て）,あり,1,0,0,0,0,1,0,0
m8974965467,40,大阪府,男性,未婚,会社員(正社員),その他,400万～500万未満,賃貸（アパート）,なし,0,1,0,0,0,0,0,0
m8971075852,44,栃木県,女性,既婚,専業主婦,勤めていない,500万～600万未満,持ち家（一戸建て）,あり,1,0,1,0,0,0,0,0
m8970314351,43,北海道,女性,既婚,パート・アルバイト,サービス業,400万～500万未満,持ち家（一戸建て）,なし,1,0,1,1,1,1,1,0
m89788888014,16,宮崎県,女性,未婚,学生,勤めていない,100万未満,賃貸（アパート）,なし,1,0,1,0,0,0,0,0
m89788197929,28,東京都,男性,既婚,会社員(正社員),情報通信業,700万～800万未満,賃貸（アパート）,なし,0,1,0,0,0,0,0,0
m89788184738,38,東京都,男性,既婚,会社員(正社員),出版・印刷業,700万～800万未満,賃貸（マンション）,なし,0,1,0,0,0,0,0,0
m8901660303,37,東京都,女性,既婚,会社員(正社員),製造業,500万～600万未満,賃貸（一戸建て）,あり,0,1,0,0,0,0,0,0
m8971513337,23,千葉県,女性,既婚,専業主婦,勤めていない,300万～400万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8970158226,38,宮城県,女性,未婚,会社員(正社員),教育業,400万～500万未満,賃貸（アパート）,なし,1,0,0,0,0,1,0,0
m89789107222,39,徳島県,男性,未婚,その他,その他,100万未満,その他,なし,1,0,0,1,0,0,0,0
m89788185838,39,奈良県,男性,既婚,会社員(正社員),製造業,600万～700万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8998905577,51,埼玉県,女性,既婚,専業主婦,勤めていない,"900万～1,000万未満",持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m8970773635,20,埼玉県,男性,未婚,パート・アルバイト,サービス業,300万～400万未満,賃貸（マンション）,なし,0,1,0,0,0,0,0,0
m8970484411,60,大阪府,男性,既婚,自営業,不動産業,800万～900万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89789549379,34,三重県,男性,未婚,会社員(正社員),商社・卸売り・小売業,400万～500万未満,賃貸（一戸建て）,なし,1,0,0,0,1,0,0,0
m89788602505,42,鳥取県,男性,既婚,自営業,サービス業,600万～700万未満,賃貸（一戸建て）,なし,0,1,0,0,0,0,0,0
m89788497035,52,神奈川県,男性,未婚,会社員（契約・派遣社員）,建設業,600万～700万未満,社宅,あり,1,0,1,0,0,0,0,1
m89788444506,26,愛知県,女性,未婚,会社員（契約・派遣社員）,製造業,600万～700万未満,持ち家（一戸建て）,なし,1,0,1,0,0,0,0,0
m89788371437,18,千葉県,女性,未婚,学生,勤めていない,100万未満,賃貸（アパート）,なし,1,0,0,0,0,1,0,1
m8974616958,33,北海道,女性,既婚,会社員(正社員),サービス業,"900万～1,000万未満",賃貸（マンション）,なし,1,0,1,0,0,0,0,0
m8971457700,59,北海道,男性,既婚,会社員(正社員),運送・輸送業,400万～500万未満,賃貸（アパート）,なし,1,0,0,0,0,1,0,0
m8971411453,53,福島県,女性,未婚,会社員(正社員),建設業,500万～600万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8971085376,45,広島県,女性,既婚,パート・アルバイト,サービス業,600万～700万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89789633060,58,千葉県,男性,未婚,無職,勤めていない,100万未満,持ち家（一戸建て）,なし,1,0,0,0,0,0,0,1
m89789407377,32,兵庫県,女性,既婚,パート・アルバイト,サービス業,100万～200万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89789347385,24,愛知県,女性,未婚,会社員(正社員),製造業,"900万～1,000万未満",持ち家（一戸建て）,なし,1,0,0,0,0,0,0,1
m89788388403,42,熊本県,男性,既婚,会社員(正社員),医療・福祉,300万～400万未満,持ち家（一戸建て）,あり,1,0,1,0,0,0,0,0
m8936167139,50,東京都,男性,未婚,無職,勤めていない,100万～200万未満,賃貸（アパート）,なし,1,0,0,1,0,0,0,1
m8971188080,52,東京都,女性,未婚,医師・医療関係者,医療・福祉,"1,000万～1,200万未満",持ち家（マンション）,なし,1,0,1,1,1,1,0,0
m89789564624,58,東京都,男性,既婚,会社員(正社員),製造業,"1,200万～1,500万未満",持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89789544451,40,長野県,男性,既婚,その他,農業・林業・漁業・鉱業,100万～200万未満,賃貸（一戸建て）,あり,1,0,0,1,1,0,0,0
m89788425095,48,愛媛県,男性,既婚,会社員(正社員),電気・ガス・水道業,700万～800万未満,持ち家（一戸建て）,あり,1,0,0,0,1,0,0,0
m89788218109,46,広島県,男性,既婚,会社員(正社員),製造業,"1,000万～1,200万未満",持ち家（一戸建て）,あり,1,0,0,0,1,0,0,0
m89787937563,32,群馬県,男性,既婚,会社員(正社員),サービス業,700万～800万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8994141818,43,福岡県,女性,未婚,自営業,その他,"2,000万以上",賃貸（マンション）,なし,0,1,0,0,0,0,0,0
m8974759340,38,東京都,女性,未婚,無職,勤めていない,500万～600万未満,持ち家（マンション）,なし,0,1,0,0,0,0,0,0
m8970945300,52,大阪府,男性,既婚,会社員(正社員),製造業,400万～500万未満,持ち家（一戸建て）,あり,1,0,0,0,0,1,0,0
m8970757769,15,愛媛県,女性,未婚,学生,勤めていない,"1,500万～1,800万未満",持ち家（一戸建て）,なし,1,0,0,0,0,1,0,0
m8970174943,24,栃木県,男性,既婚,会社員(正社員),サービス業,300万～400万未満,賃貸（アパート）,あり,1,0,0,1,0,0,0,0
m89788385170,21,東京都,女性,未婚,その他,その他,500万～600万未満,その他,なし,0,1,0,0,0,0,0,0
m89788369578,40,群馬県,女性,既婚,会社員(正社員),商社・卸売り・小売業,200万～300万未満,持ち家（一戸建て）,あり,1,0,0,0,1,0,0,0
m89788216800,47,新潟県,女性,未婚,パート・アルバイト,商社・卸売り・小売業,400万～500万未満,賃貸（アパート）,なし,0,1,0,0,0,0,0,0
m89787714501,19,茨城県,女性,未婚,会社員(正社員),医療・福祉,100万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m8976207847,36,神奈川県,女性,既婚,専業主婦,勤めていない,700万～800万未満,賃貸（アパート）,あり,1,0,0,0,1,1,0,0
m8970552643,26,東京都,女性,未婚,医師・医療関係者,医療・福祉,500万～600万未満,賃貸（マンション）,なし,1,0,1,0,0,0,0,0
m8970146064,71,長野県,男性,既婚,無職,勤めていない,500万～600万未満,持ち家（一戸建て）,あり,1,0,0,1,0,0,0,0
m89789670966,37,兵庫県,男性,既婚,会社員(正社員),製造業,800万～900万未満,持ち家（マンション）,あり,1,0,0,1,0,0,0,0
m89789350843,56,兵庫県,男性,既婚,会社員(正社員),製造業,700万～800万未満,賃貸（マンション）,あり,0,1,0,0,0,0,0,0
m89788437940,24,千葉県,女性,未婚,会社員(正社員),医療・福祉,300万～400万未満,賃貸（アパート）,なし,1,0,0,0,0,1,0,0
m89788346489,28,鹿児島県,女性,既婚,会社員(正社員),医療・福祉,600万～700万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89788186232,40,神奈川県,女性,既婚,無職,勤めていない,700万～800万未満,持ち家（マンション）,あり,0,1,0,0,0,0,0,0
m89787808415,24,千葉県,女性,未婚,会社員(正社員),金融・証券・保険業,"900万～1,000万未満",持ち家（マンション）,なし,0,1,0,0,0,0,0,0
m89787720092,21,佐賀県,女性,既婚,パート・アルバイト,その他,200万～300万未満,賃貸（アパート）,あり,0,1,0,0,0,0,0,0
m8975248857,31,新潟県,女性,既婚,会社員(正社員),製造業,400万～500万未満,持ち家（マンション）,あり,0,1,0,0,0,0,0,0
m8970546204,49,北海道,男性,既婚,医師・医療関係者,医療・福祉,300万～400万未満,賃貸（アパート）,あり,1,0,0,1,0,0,0,0
m89788106785,24,広島県,女性,未婚,パート・アルバイト,医療・福祉,200万～300万未満,賃貸（マンション）,なし,1,0,0,0,1,0,0,0
m89787990053,47,大阪府,女性,既婚,専業主婦,勤めていない,300万～400万未満,持ち家（一戸建て）,あり,1,0,0,0,0,1,0,0
m8971741961,43,愛知県,女性,未婚,会社員(正社員),商社・卸売り・小売業,600万～700万未満,賃貸（マンション）,なし,0,1,0,0,0,0,0,0
m89788682999,39,青森県,女性,未婚,会社員(正社員),医療・福祉,200万～300万未満,賃貸（一戸建て）,なし,1,0,0,0,1,0,0,0
m89788173297,47,神奈川県,女性,既婚,パート・アルバイト,医療・福祉,800万～900万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89787828841,22,広島県,女性,未婚,医師・医療関係者,医療・福祉,200万～300万未満,賃貸（マンション）,なし,1,0,0,0,0,0,0,1
m8976782399,55,滋賀県,男性,既婚,自営業,農業・林業・漁業・鉱業,400万～500万未満,その他,なし,0,1,0,0,0,0,0,0
m8974847203,52,北海道,男性,既婚,公務員（教職員を除く）,非営利団体,500万～600万未満,賃貸（アパート）,なし,0,1,0,0,0,0,0,0
m8976424395,49,神奈川県,女性,既婚,専業主婦,勤めていない,800万～900万未満,持ち家（マンション）,なし,1,0,0,0,1,0,0,0
m89789653623,38,神奈川県,女性,既婚,専業主婦,勤めていない,600万～700万未満,賃貸（アパート）,なし,1,0,0,0,0,1,0,0
m89789521587,24,東京都,男性,未婚,会社員(正社員),商社・卸売り・小売業,300万～400万未満,持ち家（一戸建て）,なし,1,0,0,0,0,1,0,0
m89789008114,25,静岡県,男性,未婚,会社員(正社員),製造業,300万～400万未満,社宅,なし,0,1,0,0,0,0,0,0
m89788197089,27,北海道,男性,未婚,公務員（教職員を除く）,その他,300万～400万未満,寮・下宿,なし,1,0,0,1,0,0,0,0
m8930207069,43,東京都,女性,既婚,専業主婦,勤めていない,"1,500万～1,800万未満",賃貸（マンション）,あり,0,1,0,0,0,0,0,0
m8970414877,60,栃木県,男性,既婚,無職,勤めていない,100万未満,賃貸（一戸建て）,なし,1,0,0,1,0,0,0,0
m8970616440,61,広島県,女性,既婚,パート・アルバイト,医療・福祉,100万～200万未満,持ち家（一戸建て）,あり,1,0,0,0,1,0,0,0
m89789799207,52,千葉県,女性,未婚,無職,勤めていない,100万～200万未満,賃貸（アパート）,なし,1,0,1,1,1,0,0,0
m89789388704,35,岡山県,男性,既婚,会社員(正社員),サービス業,500万～600万未満,賃貸（アパート）,あり,0,1,0,0,0,0,0,0
m89788971563,59,長崎県,男性,既婚,公務員（教職員を除く）,非営利団体,"900万～1,000万未満",持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89788769421,18,青森県,女性,未婚,学生,勤めていない,400万～500万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m89788713680,16,東京都,女性,未婚,学生,勤めていない,"2,000万以上",賃貸（マンション）,なし,1,0,0,0,1,0,0,0
m89788143931,47,宮城県,男性,既婚,会社員(正社員),建設業,400万～500万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8974917199,45,大阪府,女性,既婚,専業主婦,勤めていない,300万～400万未満,持ち家（一戸建て）,あり,1,0,0,0,0,1,0,0
m89789557845,28,福岡県,男性,未婚,会社員(正社員),情報通信業,300万～400万未満,賃貸（マンション）,なし,0,1,0,0,0,0,0,0
m89789478695,27,福岡県,女性,未婚,パート・アルバイト,医療・福祉,100万～200万未満,持ち家（一戸建て）,なし,1,0,1,0,0,1,0,0
m89789140103,31,鹿児島県,女性,既婚,パート・アルバイト,サービス業,600万～700万未満,持ち家（一戸建て）,あり,1,0,0,0,0,1,0,0
m89788931903,37,愛知県,女性,既婚,パート・アルバイト,建設業,800万～900万未満,持ち家（一戸建て）,あり,1,0,0,0,0,1,0,0
m89788573822,26,東京都,女性,未婚,会社員(正社員),金融・証券・保険業,300万～400万未満,賃貸（マンション）,なし,1,0,1,1,1,1,1,0
m89788361925,37,新潟県,男性,既婚,会社員(正社員),サービス業,700万～800万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
